damage_class,road_type,relative_bbox_area,cluster_count,priority
Pothole,state_highway,0.052,1,HIGH
Pothole,city_road,0.022089929340514958,1,LOW
Pothole,city_road,0.092500016505779,5,MEDIUM
Longitudinal,city_road,0.262,1,LOW
Alligator,city_road,0.1251725944479756,1,LOW
Transverse,rural_road,0.255,10,LOW
Pothole,national_highway,0.216,2,HIGH
Pothole,city_road,0.267,4,MEDIUM
Alligator,national_highway,0.04203565441027157,1,HIGH
Pothole,city_road,0.309,3,MEDIUM
Longitudinal,city_road,0.089,1,LOW
Longitudinal,city_road,0.082,6,LOW
Transverse,national_highway,0.047681056306699034,4,MEDIUM
Transverse,major_district_road,0.105,1,LOW
Longitudinal,state_highway,0.232,3,LOW
Alligator,major_district_road,0.243,4,HIGH
Pothole,major_district_road,0.01,3,MEDIUM
Alligator,city_road,0.085,1,LOW
Pothole,city_road,0.105,2,MEDIUM
Transverse,rural_road,0.07297636015955845,4,LOW
Pothole,major_district_road,0.283,4,HIGH
Transverse,city_road,0.206,3,MEDIUM
Pothole,city_road,0.122,5,MEDIUM
Pothole,city_road,0.12648685553442235,1,MEDIUM
Pothole,city_road,0.10335799476866721,2,MEDIUM
Transverse,city_road,0.277,2,LOW
Transverse,city_road,0.089,3,LOW
Longitudinal,major_district_road,0.1666111755483334,2,LOW
Pothole,major_district_road,0.01,5,MEDIUM
Longitudinal,city_road,0.078,1,LOW
Alligator,major_district_road,0.141,4,MEDIUM
Alligator,major_district_road,0.107,2,MEDIUM
Pothole,state_highway,0.176,1,HIGH
Alligator,city_road,0.10643051000870539,2,LOW
Alligator,major_district_road,0.206,1,MEDIUM
Pothole,rural_road,0.309,1,LOW
Alligator,major_district_road,0.201,6,MEDIUM
Longitudinal,national_highway,0.279,1,LOW
Pothole,major_district_road,0.043,2,MEDIUM
Pothole,major_district_road,0.195,5,HIGH
Pothole,city_road,0.01,3,MEDIUM
Alligator,city_road,0.063,1,LOW
Longitudinal,national_highway,0.185,2,LOW
Alligator,city_road,0.225,4,MEDIUM
Longitudinal,city_road,0.25,1,LOW
Pothole,city_road,0.137,5,MEDIUM
Pothole,major_district_road,0.129,2,MEDIUM
Alligator,major_district_road,0.118,5,MEDIUM
Alligator,major_district_road,0.201,4,MEDIUM
Alligator,national_highway,0.142,2,HIGH
Alligator,state_highway,0.11,1,MEDIUM
Alligator,rural_road,0.041,2,LOW
Transverse,city_road,0.023326429961416793,3,LOW
Transverse,city_road,0.123,1,LOW
Pothole,rural_road,0.118,3,LOW
Transverse,major_district_road,0.078,1,LOW
Pothole,major_district_road,0.259,5,MEDIUM
Longitudinal,rural_road,0.346,2,LOW
Transverse,city_road,0.112,4,LOW
Pothole,national_highway,0.144,5,HIGH
Pothole,city_road,0.216,2,MEDIUM
Alligator,national_highway,0.215,3,HIGH
Longitudinal,rural_road,0.02,3,LOW
Longitudinal,major_district_road,0.159,2,LOW
Transverse,rural_road,0.078,1,LOW
Transverse,national_highway,0.018,2,MEDIUM
Pothole,national_highway,0.125,4,HIGH
Alligator,major_district_road,0.123,3,MEDIUM
Alligator,city_road,0.218,1,MEDIUM
Alligator,city_road,0.269,2,LOW
Pothole,major_district_road,0.213,6,HIGH
Pothole,national_highway,0.196,3,HIGH
Pothole,major_district_road,0.081,2,MEDIUM
Transverse,state_highway,0.301,1,MEDIUM
Longitudinal,national_highway,0.057,2,LOW
Alligator,state_highway,0.198,4,HIGH
Pothole,city_road,0.10909347538341377,3,MEDIUM
Transverse,major_district_road,0.049,8,LOW
Transverse,state_highway,0.175,2,MEDIUM
Pothole,city_road,0.1566844009665051,2,MEDIUM
Pothole,city_road,0.164,4,MEDIUM
Transverse,major_district_road,0.335,1,MEDIUM
Pothole,major_district_road,0.147,1,MEDIUM
Alligator,national_highway,0.106,2,HIGH
Transverse,city_road,0.124,2,LOW
Pothole,city_road,0.174,1,MEDIUM
Pothole,major_district_road,0.267,3,HIGH
Transverse,major_district_road,0.284,5,MEDIUM
Alligator,major_district_road,0.04,3,MEDIUM
Pothole,rural_road,0.112,2,LOW
Longitudinal,city_road,0.188,3,LOW
Transverse,rural_road,0.176,3,LOW
Longitudinal,state_highway,0.037,1,LOW
Transverse,rural_road,0.193,2,LOW
Pothole,national_highway,0.225,4,HIGH
Alligator,city_road,0.207,1,MEDIUM
Pothole,city_road,0.379,1,MEDIUM
Pothole,city_road,0.181,1,MEDIUM
Transverse,city_road,0.2,5,LOW
Alligator,rural_road,0.08280891454660391,2,LOW
Pothole,major_district_road,0.126,2,MEDIUM
Pothole,state_highway,0.12,3,HIGH
Alligator,city_road,0.348,1,LOW
Transverse,rural_road,0.034,4,LOW
Transverse,major_district_road,0.359,4,LOW
Pothole,major_district_road,0.049,4,MEDIUM
Longitudinal,city_road,0.377,1,LOW
Pothole,major_district_road,0.227,3,MEDIUM
Alligator,city_road,0.1439032625621578,1,LOW
Transverse,city_road,0.277,4,LOW
Transverse,major_district_road,0.294,4,LOW
Alligator,city_road,0.275,2,LOW
Pothole,major_district_road,0.162,3,MEDIUM
Longitudinal,national_highway,0.12699890976655887,2,LOW
Longitudinal,city_road,0.07,2,LOW
Transverse,city_road,0.09377340093009795,1,LOW
Longitudinal,state_highway,0.044121669396613036,3,LOW
Pothole,city_road,0.01,1,LOW
Alligator,city_road,0.042,3,LOW
Alligator,city_road,0.313,1,LOW
Transverse,city_road,0.03837687485486825,2,LOW
Alligator,state_highway,0.184,5,HIGH
Alligator,state_highway,0.11834236563683442,1,MEDIUM
Pothole,national_highway,0.156,3,HIGH
Alligator,rural_road,0.204,6,LOW
Longitudinal,major_district_road,0.166,1,LOW
Alligator,state_highway,0.073,2,MEDIUM
Pothole,city_road,0.047,1,LOW
Alligator,city_road,0.14587382230884907,2,LOW
Pothole,city_road,0.231,4,MEDIUM
Pothole,national_highway,0.05261802495002326,1,HIGH
Longitudinal,rural_road,0.231,3,LOW
Alligator,state_highway,0.059016067275651354,3,HIGH
Alligator,national_highway,0.178,2,HIGH
Pothole,national_highway,0.095,3,HIGH
Pothole,city_road,0.367,5,MEDIUM
Pothole,major_district_road,0.389,4,HIGH
Transverse,national_highway,0.1315223556855858,5,HIGH
Pothole,major_district_road,0.427,1,MEDIUM
Alligator,city_road,0.053,2,LOW
Alligator,major_district_road,0.14217517175068262,1,MEDIUM
Pothole,major_district_road,0.11,3,MEDIUM
Alligator,rural_road,0.173,2,LOW
Alligator,state_highway,0.312,1,HIGH
Longitudinal,major_district_road,0.027329800263891056,3,LOW
Alligator,rural_road,0.147,2,LOW
Transverse,city_road,0.028,2,LOW
Pothole,state_highway,0.085,1,HIGH
Transverse,state_highway,0.348,2,MEDIUM
Transverse,city_road,0.15106584289229397,3,LOW
Pothole,city_road,0.363,1,MEDIUM
Transverse,city_road,0.245,5,LOW
Longitudinal,major_district_road,0.053,2,LOW
Pothole,major_district_road,0.109,2,LOW
Pothole,rural_road,0.079,1,LOW
Pothole,major_district_road,0.089,1,MEDIUM
Pothole,city_road,0.397,2,MEDIUM
Alligator,city_road,0.305,5,MEDIUM
Pothole,city_road,0.161,3,MEDIUM
Alligator,city_road,0.049,3,LOW
Alligator,city_road,0.102,2,LOW
Longitudinal,major_district_road,0.094,4,LOW
Alligator,major_district_road,0.034,3,LOW
Longitudinal,city_road,0.131,1,LOW
Pothole,state_highway,0.044,2,HIGH
Pothole,major_district_road,0.108,4,MEDIUM
Pothole,state_highway,0.158,3,HIGH
Transverse,city_road,0.115,1,LOW
Transverse,city_road,0.154,3,LOW
Longitudinal,city_road,0.027,7,LOW
Alligator,city_road,0.064,2,LOW
Alligator,major_district_road,0.315,3,MEDIUM
Longitudinal,major_district_road,0.292,1,LOW
Pothole,rural_road,0.09985591908563919,3,LOW
Pothole,city_road,0.085,4,MEDIUM
Alligator,major_district_road,0.157,1,LOW
Pothole,national_highway,0.214,4,HIGH
Pothole,national_highway,0.127,2,HIGH
Longitudinal,major_district_road,0.097,6,LOW
Pothole,city_road,0.141,4,MEDIUM
Pothole,city_road,0.11713075522407605,3,MEDIUM
Transverse,city_road,0.06119987817081387,3,LOW
Pothole,major_district_road,0.114,2,MEDIUM
Alligator,national_highway,0.325,5,HIGH
Pothole,major_district_road,0.135,2,MEDIUM
Alligator,major_district_road,0.313,1,MEDIUM
Pothole,major_district_road,0.174,1,MEDIUM
Transverse,major_district_road,0.099,2,LOW
Transverse,national_highway,0.129,2,MEDIUM
Alligator,major_district_road,0.149,2,MEDIUM
Pothole,city_road,0.205,1,MEDIUM
Transverse,major_district_road,0.107,4,LOW
Alligator,major_district_road,0.234,5,MEDIUM
Transverse,city_road,0.086,1,LOW
Transverse,national_highway,0.176,1,MEDIUM
Alligator,major_district_road,0.053,2,MEDIUM
Pothole,major_district_road,0.106,2,MEDIUM
Pothole,state_highway,0.05557888646065877,1,HIGH
Pothole,major_district_road,0.077,5,HIGH
Alligator,rural_road,0.258,4,LOW
Alligator,city_road,0.046,3,LOW
Longitudinal,city_road,0.168,3,LOW
Pothole,major_district_road,0.033219367395523246,5,HIGH
Alligator,major_district_road,0.099,4,MEDIUM
Pothole,rural_road,0.373,1,LOW
Pothole,major_district_road,0.095,3,MEDIUM
Longitudinal,city_road,0.16974266597390059,3,LOW
Alligator,major_district_road,0.111,3,MEDIUM
Alligator,city_road,0.076,2,LOW
Longitudinal,city_road,0.083,3,LOW
Pothole,major_district_road,0.149,5,HIGH
Pothole,rural_road,0.089,3,LOW
Pothole,city_road,0.174,3,MEDIUM
Alligator,city_road,0.032,2,LOW
Alligator,city_road,0.038,2,LOW
Alligator,national_highway,0.109,1,HIGH
Alligator,rural_road,0.1506871518570723,3,LOW
Pothole,major_district_road,0.215,1,MEDIUM
Alligator,city_road,0.071,3,LOW
Pothole,rural_road,0.375,6,LOW
Pothole,rural_road,0.353,1,LOW
Pothole,city_road,0.056743516797614545,2,MEDIUM
Transverse,city_road,0.436,4,LOW
Transverse,state_highway,0.05047784055955025,1,LOW
Longitudinal,city_road,0.021379888640973323,1,LOW
Pothole,city_road,0.135,1,MEDIUM
Pothole,city_road,0.149,3,MEDIUM
Pothole,city_road,0.212,2,LOW
Alligator,city_road,0.238,2,LOW
Longitudinal,city_road,0.15,1,LOW
Pothole,rural_road,0.1493876312299606,1,LOW
Pothole,state_highway,0.193,1,HIGH
Alligator,rural_road,0.11261684356804537,1,LOW
Alligator,major_district_road,0.031,4,LOW
Alligator,city_road,0.181,4,MEDIUM
Pothole,national_highway,0.15,3,HIGH
Pothole,city_road,0.132,2,MEDIUM
Pothole,national_highway,0.041,3,HIGH
Pothole,city_road,0.183,2,MEDIUM
Alligator,national_highway,0.265,2,HIGH
Transverse,national_highway,0.14,2,MEDIUM
Longitudinal,state_highway,0.033,6,MEDIUM
Alligator,city_road,0.25,3,MEDIUM
Pothole,city_road,0.097,1,MEDIUM
Pothole,city_road,0.1448760630584999,1,MEDIUM
Alligator,major_district_road,0.215,2,MEDIUM
Pothole,city_road,0.512,2,MEDIUM
Pothole,major_district_road,0.184,5,HIGH
Pothole,city_road,0.184,2,MEDIUM
Longitudinal,city_road,0.1,2,LOW
Pothole,state_highway,0.221,3,HIGH
Longitudinal,state_highway,0.15,1,LOW
Alligator,major_district_road,0.202,1,MEDIUM
Alligator,city_road,0.15,4,MEDIUM
Pothole,city_road,0.107,2,MEDIUM
Longitudinal,city_road,0.035,4,LOW
Pothole,state_highway,0.084,2,HIGH
Alligator,city_road,0.22,1,MEDIUM
Pothole,city_road,0.218,4,MEDIUM
Pothole,major_district_road,0.186,3,MEDIUM
Alligator,rural_road,0.105,2,LOW
Alligator,state_highway,0.059,3,HIGH
Pothole,city_road,0.12,4,MEDIUM
Pothole,city_road,0.081,5,MEDIUM
Transverse,city_road,0.103,1,LOW
Transverse,city_road,0.295,3,LOW
Transverse,major_district_road,0.043,1,LOW
Pothole,city_road,0.097,4,MEDIUM
Longitudinal,rural_road,0.058233308563544896,4,LOW
Pothole,rural_road,0.123,3,LOW
Pothole,major_district_road,0.07,3,MEDIUM
Longitudinal,national_highway,0.1093974547822931,1,LOW
Alligator,major_district_road,0.312,4,MEDIUM
Longitudinal,rural_road,0.129,4,LOW
Pothole,major_district_road,0.263,1,MEDIUM
Pothole,national_highway,0.08492989081068544,1,HIGH
Alligator,national_highway,0.16759514513274354,3,HIGH
Alligator,major_district_road,0.396,4,MEDIUM
Longitudinal,national_highway,0.064,6,MEDIUM
Pothole,national_highway,0.21,1,HIGH
Alligator,major_district_road,0.238,1,MEDIUM
Pothole,state_highway,0.206,1,HIGH
Pothole,city_road,0.191,3,MEDIUM
Longitudinal,city_road,0.164,1,LOW
Transverse,city_road,0.176,4,LOW
Longitudinal,major_district_road,0.017379666203614065,2,LOW
Pothole,city_road,0.163,4,MEDIUM
Longitudinal,rural_road,0.151,2,LOW
Transverse,rural_road,0.06732729994069048,1,LOW
Transverse,city_road,0.483,4,LOW
Pothole,city_road,0.387,1,MEDIUM
Longitudinal,city_road,0.15,2,LOW
Pothole,city_road,0.106,2,MEDIUM
Pothole,major_district_road,0.268,4,HIGH
Alligator,city_road,0.244,3,MEDIUM
Pothole,city_road,0.037,4,MEDIUM
Longitudinal,city_road,0.268,3,LOW
Longitudinal,city_road,0.295,5,LOW
Alligator,city_road,0.091,1,LOW
Alligator,city_road,0.288,2,MEDIUM
Transverse,rural_road,0.2,2,LOW
Alligator,major_district_road,0.124,4,MEDIUM
Transverse,city_road,0.389,3,LOW
Pothole,city_road,0.142,2,MEDIUM
Alligator,rural_road,0.097,2,LOW
Pothole,national_highway,0.199,4,HIGH
Alligator,rural_road,0.187,3,LOW
Pothole,major_district_road,0.038,4,MEDIUM
Alligator,state_highway,0.133,2,HIGH
Pothole,city_road,0.161,2,MEDIUM
Pothole,major_district_road,0.206,3,MEDIUM
Pothole,major_district_road,0.067,2,MEDIUM
Longitudinal,city_road,0.126,2,LOW
Pothole,major_district_road,0.234,2,MEDIUM
Transverse,city_road,0.096,6,LOW
Alligator,major_district_road,0.103,4,MEDIUM
Pothole,city_road,0.01,1,LOW
Transverse,city_road,0.139,2,LOW
Alligator,major_district_road,0.294,2,MEDIUM
Pothole,city_road,0.176,1,MEDIUM
Transverse,major_district_road,0.226,1,LOW
Alligator,city_road,0.02,3,LOW
Transverse,rural_road,0.25,2,LOW
Alligator,state_highway,0.147,2,HIGH
Alligator,city_road,0.368,3,MEDIUM
Longitudinal,city_road,0.049,3,LOW
Pothole,city_road,0.1246457553007959,3,MEDIUM
Pothole,major_district_road,0.17,3,MEDIUM
Pothole,national_highway,0.186,1,HIGH
Pothole,rural_road,0.224,1,LOW
Pothole,major_district_road,0.063,2,MEDIUM
Pothole,major_district_road,0.131,4,MEDIUM
Alligator,major_district_road,0.08,3,MEDIUM
Pothole,city_road,0.045,6,MEDIUM
Transverse,national_highway,0.01,3,MEDIUM
Pothole,national_highway,0.146,1,HIGH
Longitudinal,city_road,0.103,3,LOW
Pothole,major_district_road,0.283,2,MEDIUM
Alligator,national_highway,0.066,4,HIGH
Pothole,major_district_road,0.088,3,MEDIUM
Pothole,major_district_road,0.362,4,HIGH
Alligator,state_highway,0.15071088784860634,5,HIGH
Alligator,rural_road,0.025,3,LOW
Pothole,state_highway,0.074,1,HIGH
Pothole,city_road,0.05447583875274788,4,MEDIUM
Pothole,city_road,0.09280904587879718,2,LOW
Transverse,major_district_road,0.148,1,LOW
Alligator,city_road,0.325,2,MEDIUM
Longitudinal,major_district_road,0.069,1,LOW
Transverse,city_road,0.093,2,LOW
Pothole,city_road,0.029662897596517777,4,MEDIUM
Pothole,major_district_road,0.126,4,MEDIUM
Alligator,rural_road,0.12,5,LOW
Pothole,city_road,0.059,4,MEDIUM
Alligator,city_road,0.036,3,LOW
Longitudinal,city_road,0.144,6,LOW
Pothole,city_road,0.11860858367234507,1,MEDIUM
Alligator,city_road,0.293,2,MEDIUM
Pothole,state_highway,0.119,3,HIGH
Pothole,national_highway,0.19,3,HIGH
Alligator,major_district_road,0.135,1,LOW
Transverse,city_road,0.148,4,LOW
Pothole,state_highway,0.06092525807953639,3,HIGH
Alligator,major_district_road,0.273,1,MEDIUM
Alligator,state_highway,0.13450825031745078,2,HIGH
Pothole,national_highway,0.04123222559838073,4,HIGH
Alligator,state_highway,0.108,5,HIGH
Alligator,city_road,0.068,2,LOW
Pothole,city_road,0.016,2,MEDIUM
Pothole,city_road,0.229,2,MEDIUM
Transverse,rural_road,0.101,5,LOW
Pothole,city_road,0.14873879005061252,2,MEDIUM
Longitudinal,city_road,0.239,2,LOW
Pothole,city_road,0.191,3,MEDIUM
Pothole,rural_road,0.19,3,LOW
Alligator,city_road,0.068,2,LOW
Longitudinal,state_highway,0.14681802308736278,1,LOW
Pothole,city_road,0.086,4,MEDIUM
Pothole,city_road,0.192,2,MEDIUM
Transverse,state_highway,0.153,4,MEDIUM
Pothole,rural_road,0.205,1,LOW
Alligator,major_district_road,0.2287136165549937,1,MEDIUM
Longitudinal,city_road,0.039,8,LOW
Pothole,major_district_road,0.131,3,MEDIUM
Longitudinal,major_district_road,0.278,1,LOW
Pothole,city_road,0.149,3,MEDIUM
Alligator,city_road,0.019,2,MEDIUM
Longitudinal,city_road,0.156,1,LOW
Pothole,national_highway,0.323,1,HIGH
Transverse,city_road,0.112,4,LOW
Alligator,major_district_road,0.046,3,MEDIUM
Alligator,city_road,0.082,2,MEDIUM
Longitudinal,major_district_road,0.1166608337232513,4,LOW
Pothole,major_district_road,0.366,1,MEDIUM
Alligator,national_highway,0.163,3,HIGH
Alligator,city_road,0.04994039693969177,4,MEDIUM
Pothole,major_district_road,0.362,1,MEDIUM
Pothole,national_highway,0.272,2,HIGH
Pothole,major_district_road,0.047,2,MEDIUM
Transverse,city_road,0.125,2,LOW
Longitudinal,major_district_road,0.254,3,LOW
Pothole,city_road,0.268,2,LOW
Transverse,city_road,0.254,1,LOW
Transverse,city_road,0.314,1,LOW
Alligator,major_district_road,0.043,3,MEDIUM
Longitudinal,state_highway,0.19,3,LOW
Alligator,city_road,0.235,3,MEDIUM
Alligator,city_road,0.069,2,LOW
Pothole,major_district_road,0.104,4,MEDIUM
Longitudinal,rural_road,0.107,5,LOW
Pothole,city_road,0.088,1,MEDIUM
Pothole,major_district_road,0.01,1,MEDIUM
Pothole,city_road,0.07498279241235244,4,MEDIUM
Pothole,major_district_road,0.162,3,MEDIUM
Pothole,major_district_road,0.168,4,MEDIUM
Pothole,rural_road,0.161,2,LOW
Pothole,city_road,0.211,1,MEDIUM
Pothole,city_road,0.14010435463007423,4,MEDIUM
Pothole,major_district_road,0.08883787097722509,3,MEDIUM
Transverse,city_road,0.137,3,LOW
Transverse,state_highway,0.105,2,MEDIUM
Transverse,major_district_road,0.244,3,LOW
Alligator,city_road,0.10680910727817049,4,MEDIUM
Alligator,city_road,0.072,8,MEDIUM
Alligator,rural_road,0.03175627046713018,5,LOW
Transverse,city_road,0.08610182795960519,3,LOW
Alligator,rural_road,0.029,2,LOW
Pothole,major_district_road,0.332,2,MEDIUM
Pothole,rural_road,0.226,7,MEDIUM
Pothole,state_highway,0.156,1,HIGH
Transverse,major_district_road,0.038,4,LOW
Pothole,city_road,0.139,2,MEDIUM
Transverse,state_highway,0.058,2,MEDIUM
Longitudinal,city_road,0.044007757737241894,2,LOW
Pothole,city_road,0.14,4,MEDIUM
Pothole,city_road,0.213,3,MEDIUM
Pothole,state_highway,0.024,5,HIGH
Pothole,major_district_road,0.06,2,MEDIUM
Pothole,city_road,0.22,2,MEDIUM
Transverse,city_road,0.05196184398970394,2,LOW
Pothole,rural_road,0.0483477466542814,1,LOW
Pothole,major_district_road,0.030416483570442243,5,MEDIUM
Longitudinal,major_district_road,0.292,6,LOW
Longitudinal,city_road,0.016,4,LOW
Alligator,national_highway,0.287,2,HIGH
Alligator,city_road,0.10760086450103895,3,MEDIUM
Longitudinal,major_district_road,0.036,1,LOW
Alligator,city_road,0.19625040604111774,2,MEDIUM
Pothole,city_road,0.098,2,MEDIUM
Longitudinal,major_district_road,0.172,4,LOW
Longitudinal,city_road,0.102,4,LOW
Longitudinal,city_road,0.208,1,LOW
Pothole,rural_road,0.044,4,LOW
Pothole,major_district_road,0.447,3,HIGH
Transverse,city_road,0.197,3,LOW
Pothole,major_district_road,0.398,1,MEDIUM
Transverse,city_road,0.066,5,LOW
Pothole,city_road,0.253,5,MEDIUM
Pothole,city_road,0.09945769997356871,3,MEDIUM
Alligator,city_road,0.1273495428293855,2,MEDIUM
Alligator,city_road,0.058094970939896,5,MEDIUM
Transverse,city_road,0.246,1,LOW
Alligator,national_highway,0.112,3,HIGH
Alligator,major_district_road,0.247,5,MEDIUM
Alligator,city_road,0.108,3,LOW
Alligator,national_highway,0.205,1,HIGH
Transverse,city_road,0.157,2,LOW
Longitudinal,city_road,0.1003867984711374,3,LOW
Alligator,national_highway,0.053,3,HIGH
Alligator,city_road,0.14368210975133788,4,MEDIUM
Pothole,state_highway,0.054,2,HIGH
Transverse,major_district_road,0.099,4,LOW
Longitudinal,state_highway,0.24,3,LOW
Pothole,city_road,0.316,1,MEDIUM
Alligator,major_district_road,0.18,1,MEDIUM
Alligator,state_highway,0.03769834609478038,2,MEDIUM
Alligator,major_district_road,0.209,4,MEDIUM
Pothole,city_road,0.148,4,MEDIUM
Alligator,major_district_road,0.291,1,MEDIUM
Pothole,national_highway,0.02637782016861077,1,HIGH
Alligator,major_district_road,0.112,1,MEDIUM
Pothole,city_road,0.025070331588368067,5,MEDIUM
Pothole,major_district_road,0.298,3,HIGH
Transverse,city_road,0.043,8,LOW
Transverse,city_road,0.133,1,LOW
Pothole,rural_road,0.123,3,LOW
Pothole,city_road,0.03722244949237641,5,MEDIUM
Transverse,rural_road,0.135,4,LOW
Alligator,state_highway,0.193,2,HIGH
Alligator,city_road,0.1,1,LOW
Longitudinal,major_district_road,0.454,1,LOW
Alligator,national_highway,0.23,2,HIGH
Longitudinal,national_highway,0.392,2,MEDIUM
Pothole,city_road,0.0928059867479653,2,LOW
Pothole,city_road,0.142,4,MEDIUM
Longitudinal,city_road,0.292,2,LOW
Alligator,city_road,0.112,1,LOW
Pothole,city_road,0.106,7,MEDIUM
Pothole,city_road,0.0788169190952933,1,MEDIUM
Alligator,major_district_road,0.093,4,MEDIUM
Pothole,major_district_road,0.1,3,MEDIUM
Transverse,major_district_road,0.1560537097568794,1,LOW
Longitudinal,city_road,0.277,4,LOW
Transverse,major_district_road,0.238,1,LOW
Alligator,major_district_road,0.07379694628846702,6,MEDIUM
Longitudinal,city_road,0.187,2,LOW
Pothole,major_district_road,0.0336844852022546,1,LOW
Alligator,city_road,0.104,1,LOW
Pothole,state_highway,0.277,2,HIGH
Pothole,city_road,0.081,3,MEDIUM
Transverse,major_district_road,0.106,1,LOW
Longitudinal,city_road,0.1011101621918233,1,LOW
Alligator,rural_road,0.10257733326663945,2,LOW
Transverse,national_highway,0.082,3,MEDIUM
Pothole,city_road,0.393,3,MEDIUM
Pothole,state_highway,0.288,3,HIGH
Transverse,city_road,0.329,1,LOW
Pothole,state_highway,0.065,7,HIGH
Pothole,major_district_road,0.139,2,LOW
Longitudinal,major_district_road,0.302,3,LOW
Alligator,state_highway,0.1046396109089196,3,HIGH
Alligator,state_highway,0.112,3,HIGH
Alligator,city_road,0.074,1,LOW
Pothole,state_highway,0.037,3,HIGH
Pothole,major_district_road,0.309,2,MEDIUM
Pothole,major_district_road,0.022750428308156555,5,HIGH
Pothole,major_district_road,0.08840935388560878,4,MEDIUM
Pothole,major_district_road,0.20075288986184797,2,MEDIUM
Pothole,national_highway,0.42,4,HIGH
Pothole,city_road,0.163,3,MEDIUM
Pothole,city_road,0.02,3,MEDIUM
Pothole,major_district_road,0.134,3,MEDIUM
Pothole,major_district_road,0.118,4,MEDIUM
Longitudinal,city_road,0.372,3,LOW
Alligator,state_highway,0.133,1,MEDIUM
Longitudinal,city_road,0.195,1,LOW
Alligator,state_highway,0.088,1,MEDIUM
Pothole,state_highway,0.07555335071106317,5,HIGH
Alligator,major_district_road,0.092,6,MEDIUM
Alligator,rural_road,0.095,2,LOW
Pothole,rural_road,0.138,2,LOW
Longitudinal,rural_road,0.038908455611316096,1,LOW
Alligator,major_district_road,0.078,2,MEDIUM
Longitudinal,state_highway,0.122,2,LOW
Alligator,city_road,0.424,2,MEDIUM
Pothole,major_district_road,0.218,3,MEDIUM
Transverse,major_district_road,0.04,1,LOW
Longitudinal,city_road,0.091,5,LOW
Pothole,city_road,0.055,2,MEDIUM
Alligator,city_road,0.209,1,LOW
Pothole,city_road,0.16,1,MEDIUM
Longitudinal,state_highway,0.118,4,LOW
Pothole,major_district_road,0.168,3,MEDIUM
Pothole,city_road,0.066,5,MEDIUM
Transverse,national_highway,0.17,1,MEDIUM
Alligator,city_road,0.18,1,LOW
Alligator,national_highway,0.0444314208190582,3,HIGH
Pothole,city_road,0.202,2,MEDIUM
Pothole,city_road,0.144,2,MEDIUM
Transverse,major_district_road,0.123,4,LOW
Pothole,city_road,0.165,1,MEDIUM
Transverse,city_road,0.203,3,LOW
Pothole,state_highway,0.06520345797172222,1,MEDIUM
Pothole,city_road,0.105,2,LOW
Pothole,state_highway,0.116,5,HIGH
Alligator,city_road,0.217,5,MEDIUM
Alligator,major_district_road,0.169,3,MEDIUM
Pothole,major_district_road,0.0455598866357991,3,MEDIUM
Alligator,city_road,0.11572868572252093,3,MEDIUM
Pothole,major_district_road,0.291,1,MEDIUM
Pothole,city_road,0.19471499086485147,1,MEDIUM
Pothole,city_road,0.352,1,MEDIUM
Alligator,city_road,0.127,4,MEDIUM
Transverse,city_road,0.237,4,LOW
Alligator,major_district_road,0.273,3,MEDIUM
Transverse,city_road,0.093,1,LOW
Pothole,major_district_road,0.264,1,MEDIUM
Transverse,major_district_road,0.03621644220164982,1,LOW
Transverse,national_highway,0.019860329137377116,1,MEDIUM
Pothole,state_highway,0.157,1,MEDIUM
Alligator,city_road,0.104,1,LOW
Pothole,major_district_road,0.071,2,MEDIUM
Pothole,rural_road,0.342,3,LOW
Alligator,national_highway,0.175,2,HIGH
Longitudinal,city_road,0.07066343620992152,5,LOW
Longitudinal,major_district_road,0.334,2,LOW
Pothole,rural_road,0.166,4,LOW
Alligator,national_highway,0.079,2,HIGH
Alligator,city_road,0.197,1,MEDIUM
Alligator,major_district_road,0.029,6,MEDIUM
Transverse,major_district_road,0.122,1,LOW
Pothole,state_highway,0.165,1,HIGH
Pothole,city_road,0.039,1,LOW
Alligator,city_road,0.05,4,MEDIUM
Transverse,major_district_road,0.226,3,LOW
Alligator,major_district_road,0.423,2,MEDIUM
Pothole,city_road,0.051,5,MEDIUM
Alligator,city_road,0.171,2,LOW
Pothole,state_highway,0.275,2,HIGH
Transverse,major_district_road,0.07060473065670733,4,LOW
Pothole,city_road,0.128,3,MEDIUM
Transverse,city_road,0.096,3,LOW
Pothole,city_road,0.073,5,MEDIUM
Alligator,city_road,0.07246871558162042,1,LOW
Alligator,rural_road,0.16,1,LOW
Pothole,major_district_road,0.429,2,HIGH
Alligator,national_highway,0.243,2,HIGH
Pothole,state_highway,0.044623057399973756,2,HIGH
Transverse,major_district_road,0.027,3,LOW
Longitudinal,national_highway,0.197,7,MEDIUM
Pothole,national_highway,0.037,1,HIGH
Alligator,city_road,0.083,1,LOW
Pothole,national_highway,0.226,2,HIGH
Alligator,major_district_road,0.163,2,MEDIUM
Alligator,rural_road,0.229,1,LOW
Pothole,city_road,0.082,2,LOW
Pothole,major_district_road,0.2329490426713707,1,MEDIUM
Pothole,national_highway,0.129,2,HIGH
Longitudinal,city_road,0.0805560888006499,4,LOW
Pothole,major_district_road,0.302,1,MEDIUM
Longitudinal,city_road,0.291,2,LOW
Pothole,major_district_road,0.149,3,MEDIUM
Longitudinal,city_road,0.07296847216009374,1,LOW
